step,body,x,y,z,energy
136,0,2.164338e+03,7.161960e+01,0.000000e+00,-2.651482e+33
136,1,1.488792e+11,1.466364e+10,0.000000e+00,-2.651482e+33
137,0,2.196023e+03,7.319326e+01,0.000000e+00,-2.651483e+33
137,1,1.488686e+11,1.477033e+10,0.000000e+00,-2.651483e+33
138,0,2.227938e+03,7.478979e+01,0.000000e+00,-2.651484e+33
138,1,1.488580e+11,1.487700e+10,0.000000e+00,-2.651484e+33
139,0,2.260083e+03,7.640936e+01,0.000000e+00,-2.651486e+33
139,1,1.488473e+11,1.498367e+10,0.000000e+00,-2.651486e+33
140,0,2.292458e+03,7.805213e+01,0.000000e+00,-2.651487e+33
140,1,1.488365e+11,1.509033e+10,0.000000e+00,-2.651487e+33
141,0,2.325062e+03,7.971827e+01,0.000000e+00,-2.651488e+33
141,1,1.488256e+11,1.519699e+10,0.000000e+00,-2.651488e+33
142,0,2.357895e+03,8.140793e+01,0.000000e+00,-2.651490e+33
142,1,1.488147e+11,1.530363e+10,0.000000e+00,-2.651490e+33
143,0,2.390959e+03,8.312129e+01,0.000000e+00,-2.651491e+33
143,1,1.488037e+11,1.541027e+10,0.000000e+00,-2.651491e+33
144,0,2.424252e+03,8.485851e+01,0.000000e+00,-2.651493e+33
144,1,1.487926e+11,1.551690e+10,0.000000e+00,-2.651493e+33
145,0,2.457774e+03,8.661975e+01,0.000000e+00,-2.651494e+33
145,1,1.487814e+11,1.562352e+10,0.000000e+00,-2.651494e+33
146,0,2.491526e+03,8.840518e+01,0.000000e+00,-2.651495e+33
146,1,1.487702e+11,1.573013e+10,0.000000e+00,-2.651495e+33
147,0,2.525508e+03,9.021496e+01,0.000000e+00,-2.651497e+33
147,1,1.487589e+11,1.583674e+10,0.000000e+00,-2.651497e+33
148,0,2.559719e+03,9.204925e+01,0.000000e+00,-2.651498e+33
148,1,1.487475e+11,1.594333e+10,0.000000e+00,-2.651498e+33
149,0,2.594159e+03,9.390823e+01,0.000000e+00,-2.651499e+33
149,1,1.487360e+11,1.604992e+10,0.000000e+00,-2.651499e+33
150,0,2.628829e+03,9.579206e+01,0.000000e+00,-2.651501e+33
150,1,1.487245e+11,1.615650e+10,0.000000e+00,-2.651501e+33
151,0,2.663729e+03,9.770090e+01,0.000000e+00,-2.651502e+33
151,1,1.487128e+11,1.626308e+10,0.000000e+00,-2.651502e+33
152,0,2.698858e+03,9.963491e+01,0.000000e+00,-2.651503e+33
152,1,1.487011e+11,1.636964e+10,0.000000e+00,-2.651503e+33
153,0,2.734216e+03,1.015943e+02,0.000000e+00,-2.651505e+33
153,1,1.486894e+11,1.647620e+10,0.000000e+00,-2.651505e+33
154,0,2.769804e+03,1.035791e+02,0.000000e+00,-2.651506e+33
154,1,1.486775e+11,1.658274e+10,0.000000e+00,-2.651506e+33
155,0,2.805621e+03,1.055896e+02,0.000000e+00,-2.651507e+33
155,1,1.486656e+11,1.668928e+10,0.000000e+00,-2.651507e+33
156,0,2.841668e+03,1.076260e+02,0.000000e+00,-2.651509e+33
156,1,1.486536e+11,1.679581e+10,0.000000e+00,-2.651509e+33
157,0,2.877943e+03,1.096883e+02,0.000000e+00,-2.651510e+33
157,1,1.486415e+11,1.690233e+10,0.000000e+00,-2.651510e+33
158,0,2.914449e+03,1.117768e+02,0.000000e+00,-2.651512e+33
158,1,1.486293e+11,1.700884e+10,0.000000e+00,-2.651512e+33
159,0,2.951183e+03,1.138917e+02,0.000000e+00,-2.651513e+33
159,1,1.486171e+11,1.711535e+10,0.000000e+00,-2.651513e+33
160,0,2.988147e+03,1.160330e+02,0.000000e+00,-2.651514e+33
160,1,1.486048e+11,1.722184e+10,0.000000e+00,-2.651514e+33
161,0,3.025340e+03,1.182010e+02,0.000000e+00,-2.651516e+33
161,1,1.485924e+11,1.732833e+10,0.000000e+00,-2.651516e+33
162,0,3.062762e+03,1.203958e+02,0.000000e+00,-2.651517e+33
162,1,1.485799e+11,1.743481e+10,0.000000e+00,-2.651517e+33
163,0,3.100414e+03,1.226176e+02,0.000000e+00,-2.651518e+33
163,1,1.485674e+11,1.754127e+10,0.000000e+00,-2.651518e+33
164,0,3.138295e+03,1.248665e+02,0.000000e+00,-2.651520e+33
164,1,1.485548e+11,1.764773e+10,0.000000e+00,-2.651520e+33
165,0,3.176405e+03,1.271427e+02,0.000000e+00,-2.651521e+33
165,1,1.485421e+11,1.775418e+10,0.000000e+00,-2.651521e+33
166,0,3.214744e+03,1.294464e+02,0.000000e+00,-2.651522e+33
166,1,1.485293e+11,1.786062e+10,0.000000e+00,-2.651522e+33
167,0,3.253312e+03,1.317778e+02,0.000000e+00,-2.651524e+33
167,1,1.485165e+11,1.796705e+10,0.000000e+00,-2.651524e+33
